StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,age,employed,hours_week,job_function,job_function_11_TEXT,job_level,job_level_6_TEXT,tenure_years,check_01,task_clarity,performance_criteria,solution_clarity,task_judgment,ai_tools,ai_tools_9_TEXT,ai_frequency,ai_percent,ai_activities,ai_integration,ai_speed,ai_quality,ai_verification,relative_performance,formal_evaluation,evaluation_outcome,deadline_performance,quality_performance,output_volume,digital_comfort,experience_years,attention_check,job_description,employment_confirm,eligible
2026-02-25 10:32:01,2026-02-25 10:35:22,0,100,201,1,2026-02-25 10:35:22,R_7Z8tGxOviqQmP1T,anonymous,EN,1,1,1,40,10,,3,,5,1,4,4,4,4,"2,8",,4,5,"5,6",2,3,3,4,3,1,2,5,4,3,4,14,4,I am a Program Manager,1,1
2026-02-25 10:27:38,2026-02-25 10:35:23,0,100,464,1,2026-02-25 10:35:24,R_65MijN9s1dGV5VT,anonymous,EN,1,1,1,40,6,,3,,1.6,1,4,4,4,2,"1,2,7",,5,25,"1,2,5",4,5,5,1,4,1,4,5,5,5,4,8,4,"Financial reporting and budgets ",1,1
2026-02-25 10:32:21,2026-02-25 10:35:33,0,100,191,1,2026-02-25 10:35:33,R_1etyA8eGOSd6LzW,anonymous,EN,1,1,1,40,2,,1,,1,1,3,2,2,4,"1,2",,5,10,"1,2,4,5",3,4,2,5,3,2,,4,5,2,5,8,4,I am a scientist.,1,1
2026-02-25 10:29:49,2026-02-25 10:35:51,0,100,361,1,2026-02-25 10:35:51,R_5qBdrhgskJ4skmJ,anonymous,EN,1,1,1,35,11,education,3,,9,1,4,4,3,4,"2,5",,6,30,"1,2,3,6",3,4,4,3,3,1,3,4,4,4,4,9,4,I am a teacher at a charter school,1,1
2026-02-25 10:33:04,2026-02-25 10:35:56,0,100,171,1,2026-02-25 10:35:56,R_6s4et7Tp1Z6zUH6,anonymous,EN,1,1,1,40,1,,1,,1.75,1,4,4,3,4,1,,6,40,4,5,5,5,3,4,1,4,5,5,5,5,6,4,"I am a software developer tasked with writing code, tests, implementing new features, and fixing bugs.",1,1
2026-02-25 10:30:15,2026-02-25 10:36:27,0,100,372,1,2026-02-25 10:36:27,R_5RNLod3XsrMeeI1,anonymous,EN,1,1,1,32,8,,1,,9.3,1,5,3,5,1,10,,1,0,7,1,1,1,3,3,2,,3,3,3,3,32.3,4,customer service for a logistics company,1,1
2026-02-25 10:33:09,2026-02-25 10:37:03,0,100,233,1,2026-02-25 10:37:03,R_6rx30NE89vzOoct,anonymous,EN,1,1,1,40,4,,4,,3,1,3,3,4,4,"1,2,5,7",,5,20,"1,2,3,6",4,4,4,2,3,1,3,4,4,4,4,22,4,I am responsible for sales in my organization.,1,1
2026-02-25 10:34:40,2026-02-25 10:37:21,0,100,161,1,2026-02-25 10:37:22,R_5nUd4eSVBh6EoPn,anonymous,EN,1,1,1,40,2,,1,,2,1,4,4,4,3,"1,3",,5,15,"1,2,3,4,6",3,4,3,3,4,1,5,5,4,4,5,13,4,I run data analysis for an HR/leadership/coaching consultancy firm,1,1
2026-02-25 10:33:18,2026-02-25 10:37:41,0,100,263,1,2026-02-25 10:37:41,R_1KuT3XZEPAov7dO,anonymous,EN,1,1,1,40,8,,1,,8,1,4,4,4,4,2,,4,20,2,4,4,5,4,3,2,,4,4,4,4,22,4,I work as a caregiver helping seniors,1,1
2026-02-25 10:29:58,2026-02-25 10:37:44,0,100,465,1,2026-02-25 10:37:44,R_3SAWpWs0kiFdJuG,anonymous,EN,1,1,1,40,2,,1,,9,1,4,4,4,2,2,,2,3,"3,6",2,4,3,2,4,1,4,4,4,5,5,9,4,I perform DNA extraction on crop samples,1,1
2026-02-25 10:34:13,2026-02-25 10:38:03,0,100,230,1,2026-02-25 10:38:04,R_5XYKH6T8j8wItUJ,anonymous,EN,1,1,1,40,11,"Administrative ",1,,8.5,1,5,5,5,2,1,,6,35,"1,2,3,5,6",5,5,5,1,4,1,4,5,4,4,5,26,4,"I am an office technician who performs data entry and data analysis. ",1,1
2026-02-25 10:34:39,2026-02-25 10:38:30,0,100,231,1,2026-02-25 10:38:30,R_5rTASbAC4zZ1hnL,anonymous,EN,1,1,1,40,2,,1,,1.8,1,4,3,2,5,8,,6,80,"2,5",5,3,3,4,3,1,2,5,3,4,4,5,4,Rating and classifying any issues in terms of AI helpfulness in terms of search quality.,1,1
2026-02-25 10:34:19,2026-02-25 10:38:30,0,100,251,1,2026-02-25 10:38:31,R_3OUAZxOwxWYHq1t,anonymous,EN,1,1,1,40,1,,2,,3,1,4,4,4,2,9,ChatGPT,6,30,"1,2,3,4,5",5,5,5,1,5,2,,5,5,5,5,27,4,Computer programmer lead,1,1
2026-02-25 10:35:28,2026-02-25 10:39:24,0,100,236,1,2026-02-25 10:39:25,R_3lnkPvGHEmWhxWT,anonymous,EN,1,1,1,45,11,I do all of the above aside from operation.,4,,9.0,1,2,2,2,4,1,,6,10,"1,2,3",4,4,4,2,5,2,,5,5,4,5,27,4,"I manage the whole company a/p, a/r, sales, IT, dispatch, admin etc.",1,1
2026-02-25 10:38:12,2026-02-25 10:39:57,0,100,105,1,2026-02-25 10:39:57,R_6Ufm44K8F2705du,anonymous,EN,1,1,1,40,2,,1,,3,1,4,4,4,3,10,,1,0,7,2,2,2,2,3,2,,4,4,4,3,37,4,"I do freelance data entry ",1,1
2026-02-25 10:36:44,2026-02-25 10:40:13,0,100,208,1,2026-02-25 10:40:13,R_6OH0lArIGQSxFXL,anonymous,EN,1,1,1,40,10,,4,,8,1,2,4,4,2,1,,5,25,"1,3,6",4,5,5,2,4,2,,4,4,4,4,35,4,Director of Operations for an event company,1,1
2026-02-25 10:34:20,2026-02-25 10:40:25,0,100,365,1,2026-02-25 10:40:26,R_7VLk8Vnm1e3KgJH,anonymous,EN,1,1,1,60,11,Graphic Design,5,,2,1,4,4,4,2,3,,6,30,"2,6",4,4,4,2,3,2,,3,3,4,4,30,4,I am a graphic designer,1,1
2026-02-25 10:36:59,2026-02-25 10:40:28,0,100,209,1,2026-02-25 10:40:29,R_3hyF5Xb7rDz6wt3,anonymous,EN,1,1,1,40,9,,3,,1,1,5,5,3,5,"1,2",,6,10,"1,2,3,6",4,5,4,2,4,1,4,5,5,5,4,8,4,QA Manager,1,1
2026-02-25 10:35:43,2026-02-25 10:40:55,0,100,311,1,2026-02-25 10:40:55,R_1eRI0R6Rzhmb0i2,anonymous,EN,1,1,1,40,2,,1,,2.7,1,5,5,4,2,"1,2,3,9",deepseek,6,10,"2,3,4,5",4,4,5,1,4,1,4,4,4,4,5,14,4,data analyst,1,1
2026-02-25 10:34:39,2026-02-25 10:41:30,0,100,411,1,2026-02-25 10:41:31,R_54wwPHytddtKob7,anonymous,EN,1,1,1,36,8,,2,,1,1,4,4,4,2,10,,1,0,7,1,2,2,2,4,2,,5,4,4,4,20,4,veterinary nurse in a small animal clinic,1,1
2026-02-25 10:36:12,2026-02-25 10:41:31,0,100,319,1,2026-02-25 10:41:32,R_3PmIxDj3dw5xUxs,anonymous,EN,1,1,1,50,1,,4,,4,1,4,4,2,4,"1,2,3",,4,5,"2,4",2,4,2,4,4,2,,4,4,4,4,26,4,"Manage employees, manage projects, manage programs, some training, some hiring, quality control",1,1
2026-02-25 10:37:54,2026-02-25 10:41:44,0,100,229,1,2026-02-25 10:41:44,R_5UzeaOOCi7MDHTH,anonymous,EN,0.8999999761581421,1,1,40,1,,3,,10.5,1,5,5,5,1,10,,1,0,7,1,1,1,3,3,1,4,5,5,3,4,27,4,I am a systems administrator.,1,1
2026-02-25 10:41:11,2026-02-25 10:42:11,0,100,60,1,2026-02-25 10:42:11,R_3D5EIJbpvuOkoOi,anonymous,EN,1,1,1,45,1,,2,,1,1,5,4,5,2,"2,4,8",,6,30,"1,2,4",5,5,5,2,5,1,5,5,5,5,5,5,4,Lead software engineer for a team of 6 developers,1,1
2026-02-25 10:38:03,2026-02-25 10:44:05,0,100,361,1,2026-02-25 10:44:05,R_70doRkKSHEMqLol,anonymous,EN,1,1,1,40,6,,4,,6,1,4,4,3,5,2,,4,2,"1,2,3,6",2,4,3,3,4,1,4,5,4,3,4,16,4,"Director of finance. Support internal accounting, external reporting, FPA, and investor relations.",1,1
2026-02-25 10:30:18,2026-02-25 10:44:14,0,100,836,1,2026-02-25 10:44:15,R_6I75RokNOloF47b,anonymous,EN,1,1,1,40,7,,3,,6,1,5,5,5,1,10,,6,30,"1,2,3,5",3,5,5,2,5,1,4,5,5,5,5,6,4,I handle all HR processes and the department,1,1
2026-02-25 10:41:28,2026-02-25 10:44:37,0,100,189,1,2026-02-25 10:44:37,R_6kSvAo9Dtgf4Is2,anonymous,EN,0.8999999761581421,1,1,40,11,Education/teacher,1,,18,1,3,3,4,4,"1,2,5",,5,30,"1,3,6",4,4,4,2,5,1,4,4,4,4,4,40,4,"I teach 9th-12th grade students at an urban, public high school.",1,1
2026-02-25 10:36:45,2026-02-25 10:44:39,0,100,473,1,2026-02-25 10:44:39,R_5hDQiMg2Ntw4uyw,anonymous,EN,1,1,1,40,3,,3,,5,1,4,5,5,4,"1,2",,6,20,5,5,5,5,3,4,1,5,5,5,5,5,10,4,I do back-end work for a lead gen company and set up integrations into various CRM platforms.,1,1
2026-02-25 10:40:13,2026-02-25 10:44:45,0,100,272,1,2026-02-25 10:44:46,R_56GRpHYNwiFgobT,anonymous,EN,1,1,1,45,11,Writing educational materials,1,,16,1,5,5,4,2,"1,3,4",,6,20,"1,3",4,5,5,2,3,2,,4,4,2,5,37,4,I create educational materials and sell them online (paperback and digital) for teachers and homeschool parents.,1,1
2026-02-25 10:42:23,2026-02-25 10:45:09,0,100,165,1,2026-02-25 10:45:09,R_6R8hYbh0gicPcLs,anonymous,EN,1,1,1,40,1,,1,,14,1,5,4,4,2,1,,6,10,"1,2",4,5,4,2,4,1,4,5,5,4,4,39,4,I'm a technical writer for a corporate PC helpdesk,1,1
2026-02-25 10:39:03,2026-02-25 10:45:13,0,100,369,1,2026-02-25 10:45:13,R_71nhHZFX23wE5RY,anonymous,EN,1,1,1,45,11,Construction,2,,6,1,4,4,4,2,"1,3",,6,10,"1,2,3,6",4,5,4,3,4,1,4,5,4,4,5,15,4,I manage a small team of construction workers.,1,1
2026-02-25 10:40:46,2026-02-25 10:45:23,0,100,276,1,2026-02-25 10:45:23,R_7380ZPsVjN1qDKA,anonymous,EN,1,1,1,40,11,hospitality,1,,1,1,4,4,4,2,8,,2,5,6,3,4,4,3,3,1,3,5,4,5,3,52,4,I clean and prep,1,1
2026-02-25 10:42:20,2026-02-25 10:46:02,0,100,222,1,2026-02-25 10:46:03,R_7ooSVWTswjYHMF2,anonymous,EN,1,1,1,45,6,,1,,2,1,4,4,4,2,"1,2",,5,25,"1,5",4,4,4,4,3,1,3,4,4,2,4,25,4,financial reporting and accounting,1,1
2026-02-25 10:43:32,2026-02-25 10:46:51,0,100,199,1,2026-02-25 10:46:52,R_5cAdVKTyo0RKDO7,anonymous,EN,1,1,1,50,2,,1,,7,1,5,5,4,2,10,,1,0,7,1,1,1,3,3,2,,4,4,3,5,17,4,I help train AI LLMs and analyze data,1,1
2026-02-25 10:32:37,2026-02-25 10:47:51,0,100,913,1,2026-02-25 10:47:51,R_6V600hCsmkjTLm9,anonymous,EN,1,1,1,36,11,"Healthcare ",1,,1,1,4,4,4,2,10,,1,0,7,1,1,1,5,3,1,3,4,4,4,4,5,4,"As a Registered a nurse I assess patient condition, administer prescribed medications and treatments, and document.  ",1,1
2026-02-25 10:43:18,2026-02-25 10:49:22,0,100,364,1,2026-02-25 10:49:23,R_76NGPopE4rRvqhj,anonymous,EN,1,1,1,40,2,,1,,3,1,4,4,2,4,"1,7",,6,10,5,4,3,3,4,3,3,,4,3,4,4,11,4,"I research, fact-check, and analyze outputs from AI to help train them.",1,1
2026-02-25 10:47:04,2026-02-25 10:49:48,0,100,163,1,2026-02-25 10:49:48,R_7QfrSZZLzUtmbK8,anonymous,EN,1,1,1,40,10,,1,,4,1,4,4,5,2,10,,1,0,7,1,1,1,3,4,1,4,4,4,5,3,5,4,"I manage state and federal environmental grants for a state agency. ",1,1
2026-02-25 10:47:15,2026-02-25 10:50:01,0,100,165,1,2026-02-25 10:50:01,R_7mgDvsYn2uIEiS7,anonymous,EN,1,1,1,40,3,,4,,7,1,4,4,4,2,"1,4",,5,15,"2,3,4,5",4,5,4,2,4,2,,4,4,4,5,12,4,"I am an operations manager for a B2B ecommerce company. ",1,1
2026-02-25 10:46:51,2026-02-25 10:50:58,0,100,246,1,2026-02-25 10:50:58,R_7lMpAxLBcMk47BT,anonymous,EN,1,1,1,40,2,,1,,2.75,1,4,4,3,3,"1,4",,6,10,"1,3,5,6",4,5,5,2,5,2,,5,5,5,5,4,4,I perform data analysis and manage federal and state grants.,1,1
2026-02-25 10:48:37,2026-02-25 10:51:34,0,100,177,1,2026-02-25 10:51:35,R_3p3WimsGYXBCnWk,anonymous,EN,1,1,1,40,11,Retail manager,3,,3.5,1,4,4,4,2,"1,2",,6,5,1,5,5,5,1,5,1,4,5,5,5,5,22,4,I am a retail manager.,1,1
2026-02-25 10:48:50,2026-02-25 10:51:52,0,100,182,1,2026-02-25 10:51:53,R_6uqDoelIBXt5GtT,anonymous,EN,1,1,1,40,10,,1,,0.5,1,4,4,2,4,3,,3,1,"1,2",2,4,4,4,4,1,4,4,5,4,5,4,4,"Work with people across the company to ideate, build, and measure software features for customers.",1,1
2026-02-25 10:47:13,2026-02-25 10:51:58,0,100,284,1,2026-02-25 10:51:58,R_11o6soCTABgfprf,anonymous,EN,1,1,1,40,1,,1,,3,1,5,4,4,2,2,,3,5,"1,3",2,3,2,2,4,1,3,4,4,4,4,4,4,System Administrator,1,1
2026-02-25 10:50:34,2026-02-25 10:53:38,0,100,183,1,2026-02-25 10:53:38,R_5ib1FJ6WikI20Vg,anonymous,EN,1,1,1,40,11,"Manufacturing ",1,,3.5,1,4,2,4,4,10,,1,0,7,1,1,1,3,5,1,4,5,5,5,5,16,4,I set up machines that make circuit boards,1,1
2026-02-25 10:50:14,2026-02-25 10:54:14,0,100,240,1,2026-02-25 10:54:14,R_5qy7eZ7ufcL2wJb,anonymous,EN,1,1,1,40,2,,1,,16,1,5,3,5,1,10,,1,0,7,1,1,1,1,3,1,3,4,4,4,5,40,4,I do data entry.,1,1
2026-02-25 10:48:19,2026-02-25 10:56:08,0,100,468,1,2026-02-25 10:56:08,R_7ze7y9Xwzqh794t,anonymous,EN,0.8999999761581421,1,1,36,10,,3,,5,1,4,4,2,4,"2,4,7",,4,60,"4,5,6",4,5,4,3,4,1,4,5,4,4,5,16,4,"I manage a group of technicans in a manufacturing firm, I oversee daily duties being executed.",1,1
2026-02-25 10:41:16,2026-02-25 10:58:25,0,100,1028,1,2026-02-25 10:58:26,R_6b12V1MWOrzo6Tg,anonymous,EN,0.8999999761581421,1,1,35,10,,3,,8,1,5,4,4,3,"1,2,5",,6,20,"1,2,3,5",3,4,4,2,4,2,,4,4,4,5,36,4,Sr Program manager for a non profit agency where I manage 4 programs that provide social services.,1,1
2026-02-25 10:51:57,2026-02-25 10:58:45,0,100,407,1,2026-02-25 10:58:45,R_6EF6UlBwo7tt4b6,anonymous,EN,1,1,1,40,11,construction,1,,25,1,5,5,5,2,10,,1,0,7,3,3,3,3,4,2,,5,5,5,3,25,4,my job is to install acoustical ceilings,1,1
2026-02-25 10:49:35,2026-02-25 11:00:48,0,100,672,1,2026-02-25 11:00:48,R_1IY77Oxm2clO9zE,anonymous,EN,1,1,1,40,1,,1,,25.5,1,4,5,3,5,"2,8",,3,2,"1,2,4",1,4,4,3,3,1,3,5,4,3,4,25,4,electrical engineering involving data analysis and new product development for high tech chips,1,1
2026-02-25 10:56:29,2026-02-25 11:01:05,0,100,275,1,2026-02-25 11:01:05,R_7AkSXGLpzQe3AD7,anonymous,EN,1,1,1,45,11,Education administration,6,Administrator,16,1,4,4,4,2,2,,4,5,"1,2,3,6",4,4,4,2,4,1,5,4,4,3,4,30,4,"I am the department administrator of a University department and I advise students,  but I also help run the department. ",1,1
2026-02-25 10:57:03,2026-02-25 11:02:42,0,100,339,1,2026-02-25 11:02:42,R_6pSTf9HBdcrauZZ,anonymous,EN,1,1,1,40,1,,4,,5,1,4,4,4,2,"1,2,3",,5,20,"1,2,3,4,6",4,4,4,2,4,1,4,5,5,4,5,21,4,I am the Director of IT at a software company.,1,1
2026-02-25 10:39:28,2026-02-25 11:06:46,0,100,1637,1,2026-02-25 11:06:46,R_6FmQWBCkXEwotN2,anonymous,EN,1,1,1,42,11,Sole Proprietor,5,,4,1,4,5,4,2,"1,2,3",,6,25,"1,2,3,5,6",5,5,5,3,4,2,,4,4,4,5,5,4,"My primary job is to build and systemize a scalable creative empire that generates consistent income through music, writing, teaching, and intellectual property.",1,1
2026-02-25 11:00:31,2026-02-25 11:08:55,0,100,504,1,2026-02-25 11:08:55,R_6XiVwEStoDG2Efc,anonymous,EN,1,1,1,40,11,"Hospitality ",4,,2,1,5,5,5,2,9,CHATGPT,2,2,3,2,1,3,1,5,1,5,5,5,4,5,14,4,I am a customer success manager.,1,1
2026-02-25 11:07:38,2026-02-25 11:09:16,0,100,98,1,2026-02-25 11:09:17,R_1WNMJET1ycUrjhl,anonymous,EN,1,1,1,45,6,,1,,3,1,4,4,4,4,"1,7",,6,25,"1,3,6",4,5,5,2,4,2,,4,4,5,4,3,4,"Financial advisor ",1,1
2026-02-25 11:11:02,2026-02-25 11:16:01,0,100,298,1,2026-02-25 11:16:02,R_7rOmKsyv9UKeOWD,anonymous,EN,1,1,1,40,2,,4,,13,1,4,4,4,4,10,,1,0,7,1,1,1,1,3,2,,5,5,5,5,23,4,I analyze data and make reports for people above me to look at and make business decisions.,1,1
2026-02-25 11:17:10,2026-02-25 11:19:16,0,100,125,1,2026-02-25 11:19:16,R_6NJsSSJbhf7igeG,anonymous,EN,1,1,1,45,9,,2,,1.5,1,4,5,2,5,1,,5,20,"1,2,3,5",4,5,4,3,4,1,4,4,5,4,5,4,4,I am an attorney in a medium-sized law firm.,1,1
2026-02-25 11:17:10,2026-02-25 11:21:52,0,100,281,1,2026-02-25 11:21:52,R_3s7KixeKZxu9rO4,anonymous,EN,0.8999999761581421,1,1,45,2,,1,,20,1,2,2,1,4,"1,8",,6,15,5,3,3,3,5,3,2,,4,3,3,3,30,4,I do various kinds of research and analysis for various tasks.,1,1
2026-02-25 10:34:49,2026-02-25 10:39:40,0,94,291,0,2026-02-25 11:39:41,R_3ErTiUel75FMPOU,anonymous,EN,1,1,1,45,1,,2,,1,1,5,4,4,2,"2,4,8",,6,30,"1,2,4",5,5,5,2,5,1,5,5,5,5,5,5,4,,,1
