StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,age,employed,hours_week,job_function,job_function_11_TEXT,job_level,job_level_6_TEXT,tenure_years,check_01,task_clarity,performance_criteria,solution_clarity,task_judgment,ai_tools,ai_tools_9_TEXT,ai_frequency,ai_percent,ai_activities,ai_integration,ai_speed,ai_quality,ai_verification,relative_performance,formal_evaluation,evaluation_outcome,deadline_performance,quality_performance,output_volume,digital_comfort,experience_years,attention_check,job_description,employment_confirm,eligible
2026-02-23 10:08:39,2026-02-23 10:16:58,IP Address,100,499,True,2026-02-23 10:16:59,R_68d6FSveJOHd5df,anonymous,EN,0.8999999761581421,Yes,Yes,40,Customer Support / Service,,Individual contributor,,4,True,Agree,Agree,Strongly agree,Disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Company-provided internal AI tool(s)",,Daily or more,70,"Writing or editing text,Summarizing documents or messages",Agree,Agree,Agree,Agree,About average,No,,Strongly agree,Strongly agree,Agree,Agree,4,Agree,"I am a Sales agent who also helps with customer support inquiries. ",Yes,1
2026-02-23 10:11:14,2026-02-23 10:17:23,IP Address,100,368,True,2026-02-23 10:17:23,R_5dmv66hl6yqMVfE,anonymous,EN,1,Yes,Yes,50,Data / Analytics / Research,,Manager,,12,True,Agree,Agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),Neither agree nor disagreeGoogle Gemini (formerly Bard),AgreeClaude (Anthropic)",,Daily or more,8,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Coding or debugging,Data analysis",Agree,Agree,Agree,Disagree,Above average,Yes,Exceeds expectations,Agree,Agree,Strongly agree,Strongly agree,34,Agree,I perform data analysis and data maintenance for a business services company.,Yes,1
2026-02-23 10:09:30,2026-02-23 10:18:04,IP Address,100,514,True,2026-02-23 10:18:05,R_1UVlPI4zWYp2ofW,anonymous,EN,1,Yes,Yes,40,Product / Program Management,,Manager,,6,True,Agree,Agree,Strongly agree,Disagree,Strongly disagreeChatGPT (OpenAI),,Less than once per month,5,"Writing or editing text,Data analysis",Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,19,Agree,Office manager for agriculture company,Yes,1
2026-02-23 10:09:52,2026-02-23 10:19:37,IP Address,100,585,True,2026-02-23 10:19:37,R_1GEtUiBhRiNv4YJ,anonymous,EN,1,Yes,Yes,40,Other (specify),Education,Team lead / supervisor,,13.5,True,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,"Strongly disagreeChatGPT (OpenAI),Neither agree nor disagreeGoogle Gemini (formerly Bard)",,Daily or more,20,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,13.5,Agree,I teach students math:,Yes,1
2026-02-23 10:07:56,2026-02-23 10:21:04,IP Address,100,787,True,2026-02-23 10:21:04,R_7ReGxAfHGLvkHwu,anonymous,EN,0.800000011920929,Yes,Yes,40,Customer Support / Service,,Individual contributor,,3.5,True,Strongly agree,Agree,Agree,Disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,About average,Yes,Exceeds expectations,Agree,Agree,Disagree,Agree,10,Agree,I schedule appointments for eye doctors,Yes,1
2026-02-23 10:11:13,2026-02-23 10:21:34,IP Address,100,621,True,2026-02-23 10:21:35,R_7EJZqs35og10e0x,anonymous,EN,0.8999999761581421,Yes,Yes,40,Finance / Accounting,,Individual contributor,,5,True,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly disagreeChatGPT (OpenAI),,1–2 times per week,10,Data analysis,Disagree,Agree,Agree,Strongly disagree,About average,Yes,Exceeds expectations,Agree,Neither agree nor disagree,Disagree,Agree,16,Agree,I process loans for a non-profit that provides financing to small business owners that want to buy the building that they current rent.,Yes,1
2026-02-23 10:12:00,2026-02-23 10:22:18,IP Address,100,617,True,2026-02-23 10:22:18,R_11hfA3smaiYEoXD,anonymous,EN,1,Yes,Yes,40,Customer Support / Service,,Team lead / supervisor,,6.5,True,Agree,Strongly agree,Agree,Neither agree nor disagree,"Strongly disagreeChatGPT (OpenAI),Grammarly (or similar writing assistant)",,1–3 times per month,5,"Data analysis,Planning or outlining",Neither agree nor disagree,Agree,Agree,Disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Agree,Agree,25,Agree,My primary job is to manage the operation of a college library,Yes,1
2026-02-23 10:08:52,2026-02-23 10:25:45,IP Address,100,1012,True,2026-02-23 10:25:46,R_1k0xfRC5ryEUlCl,anonymous,EN,1,Yes,Yes,45,Operations / Supply Chain,,Team lead / supervisor,,3,True,Agree,Strongly agree,Neither agree nor disagree,Agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,1–2 times per week,5,"Writing or editing text,Summarizing documents or messages,Planning or outlining",Neither agree nor disagree,Agree,Strongly agree,Agree,Top 20%,Yes,Far exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,21,Agree,"I handle all same-day and/or service calls for a commercial and residential electrical company, while managing a team of service technicians. ",Yes,1
2026-02-23 10:10:39,2026-02-23 10:26:19,IP Address,100,939,True,2026-02-23 10:26:19,R_5hXZBaypfTdj5Jd,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Manager,,8,True,Strongly agree,Agree,Strongly agree,Disagree,"Strongly disagreeChatGPT (OpenAI),Grammarly (or similar writing assistant)",,3–4 times per week,45,"Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Agree,Strongly agree,Agree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Agree,Agree,19,Agree,my job is being an IT Manager in my company,Yes,1
2026-02-23 10:11:01,2026-02-23 10:26:47,IP Address,100,945,True,2026-02-23 10:26:47,R_3JCmGIpAZcoLu4B,anonymous,EN,1,Yes,Yes,40,Customer Support / Service,,Individual contributor,,4,True,Agree,Agree,Agree,Strongly agree,Company-provided internal AI tool(s),,Less than once per month,5,"Summarizing documents or messages,Data analysis",Disagree,Strongly agree,Agree,Agree,About average,Yes,Exceeds expectations,Agree,Strongly agree,Agree,Agree,11,Agree,Client service management and retention,Yes,1
2026-02-23 10:48:59,2026-02-23 10:54:40,IP Address,100,340,True,2026-02-23 10:54:40,R_7WpAfjXeyJrRRAt,anonymous,EN,1,Yes,Yes,40,Marketing / Communications,,Individual contributor,,2,True,Agree,Agree,Strongly agree,Disagree,"Strongly disagreeChatGPT (OpenAI),Grammarly (or similar writing assistant)",,1–2 times per week,30,"Writing or editing text,Summarizing documents or messages,Data analysis",Neither agree nor disagree,Agree,Agree,Disagree,About average,Yes,Exceeds expectations,Agree,Agree,Neither agree nor disagree,Agree,17,Agree,Digital marketing for a real estate company,Yes,1
2026-02-23 10:08:06,2026-02-23 10:08:24,IP Address,10,17,False,2026-02-23 11:08:25,R_1ndAARFllJdTmVP,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2026-02-25 10:27:47,2026-02-25 10:30:21,IP Address,100,154,True,2026-02-25 10:30:22,R_6woJqaDOhayuvIZ,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,0.5,True,Neither agree nor disagree,Disagree,Disagree,Strongly agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,Daily or more,10,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Neither agree nor disagree,Agree,Agree,Disagree,About average,No,,Agree,Agree,Neither agree nor disagree,Agree,6.5,Agree,"Internal auditing of software teams for new cybersecurity related standards and certifications ",Yes,1
2026-02-25 10:27:58,2026-02-25 10:30:37,IP Address,100,158,True,2026-02-25 10:30:38,R_6QRjKFwAsyrBNWY,anonymous,EN,1,Yes,Yes,40,Other (specify),Law,Manager,,13,True,Agree,Agree,Agree,Agree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Disagree,Disagree,Disagree,Disagree,Below average,Yes,Exceeds expectations,Agree,Agree,Agree,Agree,25,Agree,I am a police officer.,Yes,1
2026-02-25 10:28:33,2026-02-25 10:30:59,IP Address,100,146,True,2026-02-25 10:31:00,R_7akJSc4Mzs9D4I4,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,14.5,True,Agree,Agree,Agree,Neither agree nor disagree,Strongly disagreeChatGPT (OpenAI),,Less than once per month,1,Coding or debugging,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,About average,Yes,Exceeds expectations,Agree,Agree,Neither agree nor disagree,Strongly agree,28,Agree,I am a consulting software tester.,Yes,1
2026-02-25 10:28:05,2026-02-25 10:31:16,IP Address,100,191,True,2026-02-25 10:31:16,R_7fHIcSP2DnvyPaX,anonymous,EN,1,Yes,Yes,45,Operations / Supply Chain,,Manager,,6,True,Agree,Agree,Agree,Disagree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Neither agree nor disagreeGoogle Gemini (formerly Bard),Grammarly (or similar writing assistant),Perplexity (or similar AI search assistant)",,3–4 times per week,10,"Writing or editing text,Summarizing documents or messages,Data analysis",Agree,Strongly agree,Strongly agree,Disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,28,Agree,I am a caretaker and a manager.,Yes,1
2026-02-25 10:28:23,2026-02-25 10:31:20,IP Address,100,177,True,2026-02-25 10:31:21,R_3Nx1m6gMMIKSQcT,anonymous,EN,1,Yes,Yes,40,Operations / Supply Chain,,Individual contributor,,3,True,Disagree,Strongly disagree,Disagree,Disagree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,1–3 times per month,10,Writing or editing text,Disagree,Disagree,Agree,Agree,About average,No,,Agree,Agree,Disagree,Agree,3,Agree,"I am an engineer at an environmental consulting company ",Yes,1
2026-02-25 10:27:48,2026-02-25 10:31:28,IP Address,100,220,True,2026-02-25 10:31:29,R_7Esf8C1ci3exp4O,anonymous,EN,1,Yes,Yes,40,Finance / Accounting,,Individual contributor,,2.5,True,Neither agree nor disagree,Disagree,Disagree,Agree,I do not use AI assistance tools,,Less than once per month,2,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Above average,No,,Strongly agree,Agree,Agree,Strongly agree,14.5,Agree,I process accounts receivable and payable as well as process payroll and expense processing,Yes,1
2026-02-25 10:28:23,2026-02-25 10:31:31,IP Address,100,187,True,2026-02-25 10:31:31,R_3inxSdMDYoGLyH5,anonymous,EN,1,Yes,Yes,40,Other (specify),Elections Technology,Individual contributor,,10,True,Agree,Agree,Agree,Disagree,Strongly disagreeChatGPT (OpenAI),,Less than once per month,1,"Brainstorming or ideation,Coding or debugging,Planning or outlining",Strongly disagree,Agree,Agree,Disagree,Top 20%,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,10,Agree,To create ballot tabulation databases,Yes,1
2026-02-25 10:27:47,2026-02-25 10:32:33,IP Address,100,285,True,2026-02-25 10:32:33,R_6IzQlN09Ditsslo,anonymous,EN,1,Yes,Yes,40,Finance / Accounting,,Manager,,9,True,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagreeChatGPT (OpenAI),,3–4 times per week,5,"Summarizing documents or messages,Brainstorming or ideation",Agree,Agree,Agree,Disagree,Above average,Yes,Exceeds expectations,Agree,Agree,Agree,Strongly agree,15,Agree,"Accounting and payroll. ",Yes,1
2026-02-25 10:31:00,2026-02-25 10:33:27,IP Address,100,147,True,2026-02-25 10:33:28,R_6ONhBkdkjvPjIoa,anonymous,EN,1,Yes,Yes,50,Product / Program Management,,Manager,,18,True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Top 20%,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,33,Agree,I run a crew that builds and remodels homes,Yes,1
2026-02-25 10:31:06,2026-02-25 10:33:49,IP Address,100,162,True,2026-02-25 10:33:49,R_7xj0OCin1pTVRyV,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,4,True,Neither agree nor disagree,Disagree,Strongly disagree,Strongly agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,3–4 times per week,1,"Writing or editing text,Brainstorming or ideation,Data analysis,Planning or outlining",Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Above average,Yes,Meets expectations,Strongly agree,Strongly agree,Strongly agree,Agree,20,Agree,I am an R&D Engineer in a building materials company and I work on developing new products at a lab scale,Yes,1
2026-02-25 10:30:14,2026-02-25 10:33:49,IP Address,100,215,True,2026-02-25 10:33:50,R_7DV5GOeohPrHi1P,anonymous,EN,1,Yes,Yes,40,Operations / Supply Chain,,Executive,,3,True,Agree,Agree,Agree,Disagree,Neither agree nor disagreeGoogle Gemini (formerly Bard),,1–3 times per month,5,"Writing or editing text,Brainstorming or ideation,Planning or outlining",Disagree,Agree,Agree,Disagree,About average,No,,Agree,Agree,Agree,Agree,30,Agree,"Owner, e-commerce business.",Yes,1
2026-02-25 10:30:26,2026-02-25 10:33:51,IP Address,100,205,True,2026-02-25 10:33:52,R_6rd1TDp0S70tRct,anonymous,EN,0.8999999761581421,Yes,Yes,50,Sales / Account Management,,Individual contributor,,18,True,Disagree,Agree,Disagree,Strongly agree,Strongly disagreeChatGPT (OpenAI),,1–2 times per week,10,"Writing or editing text,Coding or debugging",Disagree,Agree,Agree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Agree,Agree,30,Agree,"I am a Sales Engineer for a start up software company. ",Yes,1
2026-02-25 10:28:02,2026-02-25 10:34:19,IP Address,100,377,True,2026-02-25 10:34:20,R_16Valmy65iacRXP,anonymous,EN,1,Yes,Yes,40,Other (specify),Consulting,Individual contributor,,1,True,Agree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagreeChatGPT (OpenAI),,1–3 times per month,5,Summarizing documents or messages,Strongly disagree,Agree,Agree,Strongly disagree,About average,No,,Agree,Agree,Agree,Neither agree nor disagree,7,Agree,"I work with Architects and Engineers on their designs as I prepare their drawings to be ready to be filed at the Department of Buildings ",Yes,1
2026-02-25 10:28:12,2026-02-25 10:34:27,IP Address,100,375,True,2026-02-25 10:34:28,R_6ZGn3gE8uC2f30t,anonymous,EN,1,Yes,Yes,50,Operations / Supply Chain,,Team lead / supervisor,,6,True,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagreeChatGPT (OpenAI),,Daily or more,10,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation",Strongly agree,Strongly agree,Strongly agree,Disagree,Above average,Yes,Far exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,11,Agree,I manage a team that assemebles motor control systems,Yes,1
2026-02-25 10:31:46,2026-02-25 10:34:45,IP Address,100,179,True,2026-02-25 10:34:46,R_1HpkqgiXNI63m3l,anonymous,EN,0.8999999761581421,Yes,Yes,40,Other (specify),Forestry/Logging,Individual contributor,,13,True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,About average,Yes,Meets expectations,Strongly agree,Strongly agree,Agree,Strongly agree,13,Agree,"I work in a small team on trees; falling, pruning, etc.",Yes,1
2026-02-25 10:32:25,2026-02-25 10:34:50,IP Address,100,145,True,2026-02-25 10:34:51,R_5tYcQpAfWf43Smt,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,18,True,Agree,Agree,Agree,Disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Agree,About average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Disagree,18,Agree,I am a web application tester.,Yes,1
2026-02-25 10:31:51,2026-02-25 10:34:57,IP Address,100,186,True,2026-02-25 10:34:58,R_1yj9LwF5s2ZPdki,anonymous,EN,1,Yes,Yes,40,Other (specify),"Scientist ",Individual contributor,,5,True,Agree,Agree,Agree,Agree,Strongly disagreeChatGPT (OpenAI),,1–3 times per month,1,Writing or editing text,Disagree,Agree,Agree,Agree,About average,Yes,Meets expectations,Agree,Agree,Agree,Agree,10,Agree,"Scientist working in biosafety testing ",Yes,1
2026-02-25 10:32:01,2026-02-25 10:35:22,IP Address,100,201,True,2026-02-25 10:35:22,R_7Z8tGxOviqQmP1T,anonymous,EN,1,Yes,Yes,40,Product / Program Management,,Manager,,5,True,Agree,Agree,Agree,Agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Company-provided internal AI tool(s)",,1–2 times per week,5,"Data analysis,Planning or outlining",Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,About average,Yes,Below expectations,Strongly agree,Agree,Neither agree nor disagree,Agree,14,Agree,I am a Program Manager,Yes,1
2026-02-25 10:27:38,2026-02-25 10:35:23,IP Address,100,464,True,2026-02-25 10:35:24,R_65MijN9s1dGV5VT,anonymous,EN,1,Yes,Yes,40,Finance / Accounting,,Manager,,1.6,True,Agree,Agree,Agree,Disagree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Perplexity (or similar AI search assistant)",,3–4 times per week,25,"Writing or editing text,Summarizing documents or messages,Data analysis",Agree,Strongly agree,Strongly agree,Strongly disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Agree,8,Agree,"Financial reporting and budgets ",Yes,1
2026-02-25 10:32:21,2026-02-25 10:35:33,IP Address,100,191,True,2026-02-25 10:35:33,R_1etyA8eGOSd6LzW,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,1,True,Neither agree nor disagree,Disagree,Disagree,Agree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,3–4 times per week,10,"Writing or editing text,Summarizing documents or messages,Coding or debugging,Data analysis",Neither agree nor disagree,Agree,Disagree,Strongly agree,About average,No,,Agree,Strongly agree,Disagree,Strongly agree,8,Agree,I am a scientist.,Yes,1
2026-02-25 10:29:49,2026-02-25 10:35:51,IP Address,100,361,True,2026-02-25 10:35:51,R_5qBdrhgskJ4skmJ,anonymous,EN,1,Yes,Yes,35,Other (specify),education,Manager,,9,True,Agree,Agree,Neither agree nor disagree,Agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Grammarly (or similar writing assistant)",,Daily or more,30,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,About average,Yes,Meets expectations,Agree,Agree,Agree,Agree,9,Agree,I am a teacher at a charter school,Yes,1
2026-02-25 10:33:04,2026-02-25 10:35:56,IP Address,100,171,True,2026-02-25 10:35:56,R_6s4et7Tp1Z6zUH6,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Individual contributor,,1.75,True,Agree,Agree,Neither agree nor disagree,Agree,Strongly disagreeChatGPT (OpenAI),,Daily or more,40,Coding or debugging,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Strongly agree,6,Agree,"I am a software developer tasked with writing code, tests, implementing new features, and fixing bugs.",Yes,1
2026-02-25 10:30:15,2026-02-25 10:36:27,IP Address,100,372,True,2026-02-25 10:36:27,R_5RNLod3XsrMeeI1,anonymous,EN,1,Yes,Yes,32,Customer Support / Service,,Individual contributor,,9.3,True,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,About average,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,32.3,Agree,customer service for a logistics company,Yes,1
2026-02-25 10:33:09,2026-02-25 10:37:03,IP Address,100,233,True,2026-02-25 10:37:03,R_6rx30NE89vzOoct,anonymous,EN,1,Yes,Yes,40,Sales / Account Management,,Senior manager / director,,3,True,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot),Grammarly (or similar writing assistant),Perplexity (or similar AI search assistant)",,3–4 times per week,20,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Agree,Agree,Agree,Disagree,About average,Yes,Meets expectations,Agree,Agree,Agree,Agree,22,Agree,I am responsible for sales in my organization.,Yes,1
2026-02-25 10:34:40,2026-02-25 10:37:21,IP Address,100,161,True,2026-02-25 10:37:22,R_5nUd4eSVBh6EoPn,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,2,True,Agree,Agree,Agree,Neither agree nor disagree,"Strongly disagreeChatGPT (OpenAI),Neither agree nor disagreeGoogle Gemini (formerly Bard)",,3–4 times per week,15,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Coding or debugging,Planning or outlining",Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Above average,Yes,Far exceeds expectations,Strongly agree,Agree,Agree,Strongly agree,13,Agree,I run data analysis for an HR/leadership/coaching consultancy firm,Yes,1
2026-02-25 10:33:18,2026-02-25 10:37:41,IP Address,100,263,True,2026-02-25 10:37:41,R_1KuT3XZEPAov7dO,anonymous,EN,1,Yes,Yes,40,Customer Support / Service,,Individual contributor,,8,True,Agree,Agree,Agree,Agree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,1–2 times per week,20,Summarizing documents or messages,Agree,Agree,Strongly agree,Agree,About average,No,,Agree,Agree,Agree,Agree,22,Agree,I work as a caregiver helping seniors,Yes,1
2026-02-25 10:29:58,2026-02-25 10:37:44,IP Address,100,465,True,2026-02-25 10:37:44,R_3SAWpWs0kiFdJuG,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,9,True,Agree,Agree,Agree,Disagree,"DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,Less than once per month,3,"Brainstorming or ideation,Planning or outlining",Disagree,Agree,Neither agree nor disagree,Disagree,Above average,Yes,Exceeds expectations,Agree,Agree,Strongly agree,Strongly agree,9,Agree,I perform DNA extraction on crop samples,Yes,1
2026-02-25 10:34:13,2026-02-25 10:38:03,IP Address,100,230,True,2026-02-25 10:38:04,R_5XYKH6T8j8wItUJ,anonymous,EN,1,Yes,Yes,40,Other (specify),"Administrative ",Individual contributor,,8.5,True,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagreeChatGPT (OpenAI),,Daily or more,35,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Data analysis,Planning or outlining",Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Above average,Yes,Exceeds expectations,Strongly agree,Agree,Agree,Strongly agree,26,Agree,"I am an office technician who performs data entry and data analysis. ",Yes,1
2026-02-25 10:34:39,2026-02-25 10:38:30,IP Address,100,231,True,2026-02-25 10:38:30,R_5rTASbAC4zZ1hnL,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,1.8,True,Agree,Neither agree nor disagree,Disagree,Strongly agree,Company-provided internal AI tool(s),,Daily or more,80,"Summarizing documents or messages,Data analysis",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,About average,Yes,Below expectations,Strongly agree,Neither agree nor disagree,Agree,Agree,5,Agree,Rating and classifying any issues in terms of AI helpfulness in terms of search quality.,Yes,1
2026-02-25 10:34:19,2026-02-25 10:38:30,IP Address,100,251,True,2026-02-25 10:38:31,R_3OUAZxOwxWYHq1t,anonymous,EN,1,Yes,Yes,40,Software / IT / Engineering,,Team lead / supervisor,,3,True,Agree,Agree,Agree,Disagree,Other (please specify),ChatGPT,Daily or more,30,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Coding or debugging,Data analysis",Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Top 20%,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,27,Agree,Computer programmer lead,Yes,1
2026-02-25 10:35:28,2026-02-25 10:39:24,IP Address,100,236,True,2026-02-25 10:39:25,R_3lnkPvGHEmWhxWT,anonymous,EN,1,Yes,Yes,45,Other (specify),I do all of the above aside from operation.,Senior manager / director,,9.0,True,Disagree,Disagree,Disagree,Agree,Strongly disagreeChatGPT (OpenAI),,Daily or more,10,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation",Agree,Agree,Agree,Disagree,Top 20%,No,,Strongly agree,Strongly agree,Agree,Strongly agree,27,Agree,"I manage the whole company a/p, a/r, sales, IT, dispatch, admin etc.",Yes,1
2026-02-25 10:38:12,2026-02-25 10:39:57,IP Address,100,105,True,2026-02-25 10:39:57,R_6Ufm44K8F2705du,anonymous,EN,1,Yes,Yes,40,Data / Analytics / Research,,Individual contributor,,3,True,Agree,Agree,Agree,Neither agree nor disagree,I do not use AI assistance tools,,Never,0,I do not use AI assistance tools,Disagree,Disagree,Disagree,Disagree,About average,No,,Agree,Agree,Agree,Neither agree nor disagree,37,Agree,"I do freelance data entry ",Yes,1
2026-02-25 10:36:44,2026-02-25 10:40:13,IP Address,100,208,True,2026-02-25 10:40:13,R_6OH0lArIGQSxFXL,anonymous,EN,1,Yes,Yes,40,Product / Program Management,,Senior manager / director,,8,True,Disagree,Agree,Agree,Disagree,Strongly disagreeChatGPT (OpenAI),,3–4 times per week,25,"Writing or editing text,Brainstorming or ideation,Planning or outlining",Agree,Strongly agree,Strongly agree,Disagree,Above average,No,,Agree,Agree,Agree,Agree,35,Agree,Director of Operations for an event company,Yes,1
2026-02-25 10:34:20,2026-02-25 10:40:25,IP Address,100,365,True,2026-02-25 10:40:26,R_7VLk8Vnm1e3KgJH,anonymous,EN,1,Yes,Yes,60,Other (specify),Graphic Design,Executive,,2,True,Agree,Agree,Agree,Disagree,Neither agree nor disagreeGoogle Gemini (formerly Bard),,Daily or more,30,"Summarizing documents or messages,Planning or outlining",Agree,Agree,Agree,Disagree,About average,No,,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,30,Agree,I am a graphic designer,Yes,1
2026-02-25 10:36:59,2026-02-25 10:40:28,IP Address,100,209,True,2026-02-25 10:40:29,R_3hyF5Xb7rDz6wt3,anonymous,EN,1,Yes,Yes,40,Legal / Compliance,,Manager,,1,True,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,"Strongly disagreeChatGPT (OpenAI),DisagreeMicrosoft Copilot (e.g., Copilot for Microsoft 365 / GitHub Copilot)",,Daily or more,10,"Writing or editing text,Summarizing documents or messages,Brainstorming or ideation,Planning or outlining",Agree,Strongly agree,Agree,Disagree,Above average,Yes,Exceeds expectations,Strongly agree,Strongly agree,Strongly agree,Agree,8,Agree,QA Manager,Yes,1
